"Year","Mo","Dy","Tsu","Eq","Name","Location","Country","Latitude","Longitude","Elevation..m.","Type","Eruption","VEI","Agent","Deaths","Death.Description","Missing","Missing.Description","Injuries","Injuries.Description","Damage...Mil.","Damage.Description","Houses.Destroyed","Houses.Destroyed.Description","Total.Deaths","Total.Death.Description","Total.Missing","Total.Missing.Description","Total.Injuries","Total.Injuries.Description","Total.Damage...Mil.","Total.Damage.Description","Total.Houses.Destroyed","Total.Houses.Destroyed.Description"
1814,2,1,NA,NA,"Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","true",4,"P,M,E",1200,4,NA,NA,NA,NA,NA,3,NA,3,1200,4,NA,NA,NA,NA,NA,3,NA,3
1815,4,10,613,NA,"Tambora","Lesser Sunda Is","Indonesia",-8.25,118,2850,"Stratovolcano","true",7,"P,W,A,I",11000,4,NA,NA,NA,4,NA,4,NA,4,60000,4,NA,NA,NA,4,NA,4,NA,4
1816,7,5,NA,NA,"Asosan","Kyushu-Japan","Japan",32.885,131.085,1592,"Caldera","true",2,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1817,1,24,NA,NA,"Ijen","Java","Indonesia",-8.058,114.242,2769,"Stratovolcano","true",2,"M",NA,2,NA,NA,NA,NA,NA,NA,90,2,NA,2,NA,NA,NA,NA,NA,NA,90,2
1817,NA,NA,NA,NA,"Raung","Java","Indonesia",-8.119,114.056,3260,"Stratovolcano","true",4,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
1818,2,5,NA,NA,"Colima","Mexico","Mexico",19.514,-103.62,3850,"Stratovolcano","true",4,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
1819,NA,NA,623,NA,"Asuncion","Mariana Is-C Pacific","United States",19.671,145.406,857,"Stratovolcano","true",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1820,3,1,631,6650,"Westdahl","Aleutian Is","United States",54.516,-164.65,1563,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1820,6,11,NA,NA,"Banda Api","Banda Sea","Pacific Ocean",-4.523,129.881,596,"Caldera","true",2,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
1822,3,9,NA,NA,"Toya","Hokkaido-Japan","Japan",42.544,140.839,733,"Stratovolcano","true",4,"P",50,1,NA,NA,53,2,NA,NA,NA,2,50,1,NA,NA,53,2,NA,NA,NA,2
1822,10,8,NA,NA,"Galunggung","Java","Indonesia",-7.25,108.058,2168,"Stratovolcano","true",5,"P,M",4011,4,NA,NA,NA,NA,NA,3,NA,3,4011,4,NA,NA,NA,NA,NA,3,NA,3
1822,12,27,NA,NA,"Merapi","Java","Indonesia",-7.54,110.446,2910,"Stratovolcano","true",3,"",100,2,NA,NA,NA,2,NA,3,NA,3,100,2,NA,NA,NA,2,NA,3,NA,3
1823,2,NA,NA,NA,"Kilauea","Hawaiian Is","United States",19.421,-155.287,1222,"Shield volcano","true",0,"L",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
1825,3,21,654,NA,"Shishaldin","Aleutian Is","United States",54.756,-163.97,2857,"Stratovolcano","true",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1825,NA,NA,NA,NA,"Balbi","Bougainville-SW Paci","Papua New Guinea",-5.916,155.001,2715,"Stratovolcano","true",NA,"P",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
1826,10,11,NA,NA,"Dieng Volcanic Complex","Java","Indonesia",-7.2,109.879,2565,"Complex volcano","true",2,"",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
1826,10,13,NA,NA,"Kelud","Java","Indonesia",-7.935,112.314,1730,"Stratovolcano","true",4,"M",NA,1,NA,NA,65,2,NA,3,NA,3,NA,1,NA,NA,65,2,NA,3,NA,3
1826,10,NA,NA,NA,"Asosan","Kyushu-Japan","Japan",32.885,131.085,1592,"Caldera","true",2,"T",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
1827,6,27,663,6651,"Avachinsky","Kamchatka","Russia",53.256,158.836,2717,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1827,8,9,NA,NA,"Avachinsky","Kamchatka","Russia",53.256,158.836,2717,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1829,NA,NA,NA,NA,"Guntur","Java","Indonesia",-7.143,107.841,2251,"Complex volcano","true",2,"",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
1832,11,1,NA,NA,"Etna","Italy","Italy",37.748,14.999,3357,"Stratovolcano","true",2,"L",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
1832,12,25,NA,NA,"Merapi","Java","Indonesia",-7.54,110.446,2910,"Stratovolcano","true",2,"",32,1,NA,NA,NA,NA,NA,NA,NA,2,32,1,NA,NA,NA,NA,NA,NA,NA,2
1833,11,24,NA,NA,"Kaba","Sumatra","Indonesia",-3.522,102.615,1940,"Stratovolcano","true",2,"M",126,3,NA,NA,NA,NA,NA,NA,NA,NA,126,3,NA,NA,NA,NA,NA,NA,NA,NA
1835,1,20,NA,NA,"Cosiguina","Nicaragua","Nicaragua",12.98,-87.57,872,"Stratovolcano","true",5,"G,I",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
1835,11,1,NA,1787,"Banda Api","Banda Sea","Pacific Ocean",-4.523,129.881,596,"Caldera","true",NA,"",NA,3,NA,NA,NA,NA,NA,2,NA,2,NA,3,NA,NA,NA,NA,NA,2,NA,2
1837,9,NA,706,6050,"Peuet Sague","Sumatra","Indonesia",4.903,96.289,2785,"Complex volcano","true",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1838,2,26,NA,NA,"Gamalama","Halmahera-Indonesia","Indonesia",0.81,127.332,1714,"Stratovolcano","true",2,"T",4,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA
1839,2,12,711,NA,"Unnamed","Chile-Is","Chile",-33.62,-76.83,-642,"Submarine volcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1840,2,2,718,NA,"Gamalama","Halmahera-Indonesia","Indonesia",0.81,127.332,1714,"Stratovolcano","true",3,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,500,3
1840,5,30,714,NA,"Kilauea","Hawaiian Is","United States",19.421,-155.287,1222,"Shield volcano","true",0,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
1840,7,2,NA,NA,"Ararat","Turkey","Turkey",39.7,44.3,5165,"Stratovolcano","true",3,"P",1900,4,NA,NA,NA,NA,NA,NA,NA,NA,1900,4,NA,NA,NA,NA,NA,NA,NA,NA
1840,NA,NA,NA,NA,"Savo","Solomon Is-SW Pacifi","Solomon Is.",-9.13,159.82,485,"Stratovolcano","true",3,"P",100,3,NA,NA,NA,NA,NA,NA,NA,NA,100,3,NA,NA,NA,NA,NA,NA,NA,NA
1840,NA,NA,NA,NA,"Tinakula","Santa Cruz Is-SW Pac","Solomon Is.",-10.386,165.804,796,"Stratovolcano","true",3,"P",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
1841,4,NA,NA,NA,"Kuchinoerabujima","Ryukyu Is","Japan",30.443,130.217,657,"Stratovolcano","true",2,"T",NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,2
1843,2,8,730,NA,"Liamuiga","W Indies","St. Kitts & Nevis",17.37,-62.8,1156,"Stratovolcano","true",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843,2,17,731,NA,"Soufriere Guadeloupe","W Indies","Guadeloupe",16.044,-61.664,1467,"Stratovolcano","true",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843,8,NA,NA,NA,"Lamongan","Java","Indonesia",-7.981,113.341,1641,"Stratovolcano","true",2,"",4,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA
1843,11,25,NA,NA,"Etna","Italy","Italy",37.748,14.999,3357,"Stratovolcano","true",2,"L",59,2,NA,NA,NA,2,NA,NA,NA,NA,59,2,NA,NA,NA,2,NA,NA,NA,NA
1845,2,8,741,1865,"Soputan","Sulawesi-Indonesia","Indonesia",1.112,124.737,1785,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,3,NA,NA,NA,NA,NA,2,NA,3
1845,2,19,NA,1867,"Ruiz, Nevado del","Colombia","Colombia",4.892,-75.324,5279,"Stratovolcano","true",3,"M",1000,3,NA,NA,NA,NA,NA,NA,NA,NA,1000,3,NA,NA,NA,NA,NA,NA,NA,NA
1845,9,2,NA,NA,"Hekla","Iceland-S","Iceland",63.983,-19.666,1490,"Stratovolcano","true",4,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
1846,5,27,NA,NA,"Tangkuban Parahu","Java","Indonesia",-6.77,107.6,2084,"Stratovolcano","true",2,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
1846,11,18,NA,NA,"Esan","Hokkaido-Japan","Japan",41.805,141.166,618,"Stratovolcano","true",1,"M",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
1847,4,9,NA,NA,"Fogo","Cape Verde Is","Cape Verde",14.95,-24.35,2829,"Stratovolcano","true",2,"S",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
1847,12,4,NA,NA,"Dieng Volcanic Complex","Java","Indonesia",-7.2,109.879,2565,"Complex volcano","true",2,"",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
1848,5,16,NA,NA,"Kelud","Java","Indonesia",-7.935,112.314,1730,"Stratovolcano","true",3,"M",22,1,NA,NA,NA,NA,NA,NA,800,3,22,1,NA,NA,NA,NA,NA,NA,800,3
1850,NA,NA,NA,NA,"Rabaul","New Britain-SW Pac","Papua New Guinea",-4.246,152.194,688,"Pyroclastic shield","true",2,"T",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
1853,6,24,NA,NA,"Niuafo'ou","Tonga-SW Pacific","Tonga",-15.6,-175.63,260,"Shield volcano","true",0,"L",25,1,NA,NA,NA,NA,NA,NA,NA,NA,25,1,NA,NA,NA,NA,NA,NA,NA,NA
1853,7,13,NA,NA,"Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","true",3,"P",34,1,NA,NA,NA,NA,NA,NA,NA,1,34,1,NA,NA,NA,NA,NA,NA,NA,1
1853,10,29,809,NA,"Unnamed","Taiwan-E of","Taiwan",24,121.83,0,"Submarine volcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854,2,18,NA,NA,"Sheveluch","Kamchatka","Russia",56.653,161.36,3283,"Stratovolcano","true",5,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
1854,2,NA,NA,NA,"Asosan","Kyushu-Japan","Japan",32.885,131.085,1592,"Caldera","true",2,"",3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
1854,6,27,821,NA,"Alaid","Kuril Is","Russia",50.861,155.565,2285,"Stratovolcano","true",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856,3,2,859,1995,"Awu","Sangihe Is-Indonesia","Indonesia",3.689,125.447,1318,"Stratovolcano","true",3,"P",2806,4,NA,NA,NA,2,NA,3,NA,3,2806,4,NA,NA,NA,2,NA,3,NA,3
1856,7,26,862,NA,"Shishaldin","Aleutian Is","United States",54.756,-163.97,2857,"Stratovolcano","true",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856,9,25,NA,NA,"Hokkaido-Komagatake","Hokkaido-Japan","Japan",42.063,140.677,1131,"Stratovolcano","true",4,"P,T",25,1,NA,NA,NA,NA,NA,NA,NA,3,25,1,NA,NA,NA,NA,NA,NA,NA,3
1858,1,NA,NA,NA,"Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","true",2,"P",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
1860,4,NA,NA,NA,"Semeru","Java","Indonesia",-8.108,112.922,3657,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1860,8,18,NA,NA,"Fuego","Guatemala","Guatemala",14.473,-90.88,3763,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
1861,5,7,NA,2049,"Dubbi","Africa-NE","Eritrea",13.579,41.809,1625,"Stratovolcano","true",3,"P",106,3,NA,NA,NA,NA,NA,3,NA,3,106,3,NA,NA,NA,NA,NA,3,NA,3
1861,5,NA,NA,NA,"Grimsvotn","Iceland-NE","Iceland",64.416,-17.316,1719,"Caldera","true",2,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
1861,12,29,NA,NA,"Kie Besi","Halmahera-Indonesia","Indonesia",0.32,127.4,1357,"Stratovolcano","true",4,"P,I",326,3,NA,NA,47,1,NA,NA,NA,3,326,3,NA,NA,47,1,NA,NA,NA,3
1863,8,17,929,6150,"Yasur","Vanuatu-SW Pacific","Vanuatu",-19.532,169.447,361,"Stratovolcano","true",NA,"",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
1864,1,4,NA,NA,"Kelud","Java","Indonesia",-7.935,112.314,1730,"Stratovolcano","true",2,"M",54,2,NA,NA,NA,NA,NA,NA,NA,3,54,2,NA,NA,NA,NA,NA,NA,NA,3
1866,2,20,NA,NA,"Santorini","Greece","Greece",36.404,25.396,367,"Shield volcano","true",2,"T",1,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA
1866,9,12,958,NA,"Ofu-Olosega","Samoa-SW Pacific","United States",-14.175,-169.618,639,"Shield volcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1867,10,21,NA,NA,"Zaozan [Zaosan]","Honshu-Japan","Japan",38.144,140.44,1841,"Complex volcano","true",2,"M",3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
1868,4,3,971,2125,"Mauna Loa","Hawaiian Is","United States",19.475,-155.608,4170,"Shield volcano","true",2,"W,M",NA,NA,NA,NA,NA,NA,NA,1,37,1,77,2,NA,NA,NA,NA,NA,2,NA,3
1868,9,5,3451,7967,"Etna","Italy","Italy",37.748,14.999,3357,"Stratovolcano","true",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869,7,7,NA,NA,"Lewotobi","Lesser Sunda Is","Indonesia",-8.542,122.775,1703,"Stratovolcano","true",2,"",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
1869,8,NA,NA,NA,"Lamongan","Java","Indonesia",-7.981,113.341,1641,"Stratovolcano","true",2,"T,A",8,1,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA
1870,8,NA,NA,NA,"Ruang","Sangihe Is-Indonesia","Indonesia",2.3,125.37,725,"Stratovolcano","true",2,"",NA,1,NA,NA,NA,NA,NA,NA,40,1,NA,1,NA,NA,NA,NA,NA,NA,40,1
1870,NA,NA,NA,NA,"Iliwerung","Lesser Sunda Is","Indonesia",-8.532,123.573,583,"Complex volcano","true",3,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
1870,NA,NA,NA,NA,"Ambae","Vanuatu-SW Pacific","Vanuatu",-15.389,167.835,1496,"Shield volcano","true",2,"M",100,3,NA,NA,NA,NA,NA,3,NA,3,100,3,NA,NA,NA,NA,NA,3,NA,3
1871,3,3,1022,NA,"Ruang","Sangihe Is-Indonesia","Indonesia",2.3,125.37,725,"Stratovolcano","true",2,"W",NA,NA,NA,NA,NA,NA,NA,1,NA,1,400,3,NA,NA,NA,NA,NA,2,75,2
1871,4,30,1020,2179,"Camiguin","Mindanao-Philippines","Philippines",9.203,124.673,1552,"Stratovolcano","true",2,"",NA,1,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,NA,NA,NA,NA,3,NA,3
1871,8,7,NA,NA,"Gamalama","Halmahera-Indonesia","Indonesia",0.81,127.332,1714,"Stratovolcano","true",2,"T",1,1,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA
1871,12,8,NA,NA,"Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","true",3,"P",3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
1872,4,15,NA,NA,"Merapi","Java","Indonesia",-7.54,110.446,2910,"Stratovolcano","true",4,"T",30,1,NA,NA,NA,1,NA,NA,50,1,30,1,NA,NA,NA,1,NA,NA,50,1
1872,4,17,NA,NA,"Merapi","Java","Indonesia",-7.54,110.446,2910,"Stratovolcano","true",4,"P",170,3,NA,NA,NA,NA,NA,NA,NA,2,170,3,NA,NA,NA,NA,NA,NA,NA,2
1872,4,24,NA,NA,"Vesuvius","Italy","Italy",40.821,14.426,1281,"Complex volcano","true",3,"L,G",9,1,NA,NA,11,1,NA,NA,NA,NA,9,1,NA,NA,11,1,NA,NA,NA,NA
1872,11,3,NA,NA,"Merapi","Java","Indonesia",-7.54,110.446,2910,"Stratovolcano","true",4,"P,T",200,3,NA,NA,NA,NA,NA,3,NA,3,200,3,NA,NA,NA,NA,NA,3,NA,3
1872,12,NA,NA,NA,"Asosan","Kyushu-Japan","Japan",32.885,131.085,1592,"Caldera","true",3,"T",4,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA
1872,NA,NA,NA,NA,"Sinarka","Kuril Is","Russia",48.873,154.182,911,"Stratovolcano","true",4,"P",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
1873,1,16,NA,NA,"Ragang","Mindanao-Philippines","Philippines",7.691,124.507,2790,"Stratovolcano","true",2,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
1873,NA,NA,NA,NA,"Vesuvius","Italy","Italy",40.821,14.426,1281,"Complex volcano","true",NA,"G,T",9,1,NA,NA,NA,NA,NA,NA,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA
1874,7,3,NA,NA,"Miyakejima","Izu Is-Japan","Japan",34.094,139.526,775,"Stratovolcano","true",3,"T",1,1,NA,NA,NA,NA,NA,NA,45,1,1,1,NA,NA,NA,NA,NA,NA,45,1
1874,7,19,NA,NA,"Taal","Luzon-Philippines","Philippines",14.011,120.998,311,"Stratovolcano","true",2,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
1875,3,29,NA,NA,"Askja","Iceland-NE","Iceland",65.033,-16.783,1080,"Stratovolcano","true",5,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
1875,NA,NA,NA,NA,"Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","true",NA,"m",1500,4,NA,NA,NA,NA,NA,NA,NA,NA,1500,4,NA,NA,NA,NA,NA,NA,NA,NA
1877,2,14,1068,10023,"Mauna Loa","Hawaiian Is","United States",19.475,-155.608,4170,"Shield volcano","true",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1877,6,25,NA,NA,"Cotopaxi","Ecuador","Ecuador",-0.677,-78.436,5911,"Stratovolcano","true",4,"M",340,3,NA,NA,NA,NA,NA,NA,NA,NA,340,3,NA,NA,NA,NA,NA,NA,NA,NA
1878,1,10,1086,NA,"Yasur","Vanuatu-SW Pacific","Vanuatu",-19.532,169.447,361,"Stratovolcano","true",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
1878,2,4,1095,6195,"Rabaul","New Britain-SW Pac","Papua New Guinea",-4.246,152.194,688,"Pyroclastic shield","true",3,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1878,2,11,1096,6625,"Yasur","Vanuatu-SW Pacific","Vanuatu",-19.532,169.447,361,"Stratovolcano","true",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1878,8,29,1109,6198,"Okmok","Aleutian Is","United States",53.43,-168.13,1073,"Shield volcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1879,2,4,5480,NA,"Stromboli","Italy","Italy",38.789,15.213,924,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1883,3,NA,NA,NA,"Karthala","Indian O-W","Comoros",-11.75,43.38,2361,"Shield volcano","true",2,"L",NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA
1883,8,27,1142,NA,"Krakatau","Indonesia","Indonesia",-6.101,105.423,285,"Caldera","true",6,"W,P,I",2000,4,NA,NA,NA,3,NA,3,NA,3,36417,4,NA,NA,NA,3,NA,3,NA,3
1883,10,6,1143,NA,"Augustine","Alaska-SW","United States",59.363,-153.435,1218,"Lava dome","true",4,"",8,1,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,1,NA,1
1883,10,10,1144,NA,"Krakatau","Indonesia","Indonesia",-6.101,105.423,285,"Caldera","true",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1883,12,NA,NA,NA,"Bagana","Bougainville-SW Paci","Papua New Guinea",-6.137,155.196,1855,"Lava cone","true",3,"T",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
1884,2,NA,1145,NA,"Krakatau","Indonesia","Indonesia",-6.101,105.423,285,"Caldera","true",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1885,4,18,NA,NA,"Semeru","Java","Indonesia",-8.108,112.922,3657,"Stratovolcano","true",2,"A",74,2,NA,NA,NA,NA,NA,NA,NA,NA,74,2,NA,NA,NA,NA,NA,NA,NA,NA
1885,5,25,NA,2347,"Purace","Colombia","Colombia",2.32,-76.4,4650,"Stratovolcano","true",3,"",NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,2,NA,2
1886,1,11,NA,NA,"Tungurahua","Ecuador","Ecuador",-1.467,-78.442,5023,"Stratovolcano","true",4,"P",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
1886,6,10,5777,NA,"Okataina","New Zealand","New Zealand",-38.157,176.507,1111,"Lava dome","true",5,"T",153,3,NA,NA,NA,NA,NA,NA,NA,NA,153,3,NA,NA,NA,NA,NA,NA,NA,NA
1886,8,31,NA,NA,"Niuafo'ou","Tonga-SW Pacific","Tonga",-15.6,-175.63,260,"Shield volcano","true",4,"",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
1887,3,9,NA,NA,"Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","true",3,"T",15,1,NA,NA,NA,NA,NA,1,NA,1,15,1,NA,NA,NA,NA,NA,1,NA,1
1888,3,13,1175,NA,"Ritter Island","New Guinea-NE of","Papua New Guinea",-5.519,148.115,75,"Stratovolcano","true",2,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,3,NA,3
1888,7,15,NA,NA,"Bandaisan","Honshu-Japan","Japan",37.601,140.072,1816,"Stratovolcano","true",4,"A,P",461,3,NA,NA,70,2,NA,2,NA,2,461,3,NA,NA,70,2,NA,2,NA,2
1889,9,6,1181,6309,"Banua Wuhu","Sangihe Is-Indonesia","Indonesia",3.138,125.491,-5,"Submarine volcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2
1890,6,29,NA,NA,"Kie Besi","Halmahera-Indonesia","Indonesia",0.32,127.4,1357,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,3
1890,NA,NA,NA,NA,"Victory","New Guinea","Papua New Guinea",-9.2,149.072,1832,"Stratovolcano","true",2,"P",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
1892,5,21,NA,NA,"Sorikmarapi","Sumatra","Indonesia",0.686,99.539,2145,"Stratovolcano","true",2,"M",180,3,NA,NA,NA,NA,NA,NA,NA,NA,180,3,NA,NA,NA,NA,NA,NA,NA,NA
1892,6,7,1197,NA,"Awu","Sangihe Is-Indonesia","Indonesia",3.689,125.447,1318,"Stratovolcano","true",3,"P,M",1532,4,NA,NA,NA,NA,NA,3,NA,3,1532,4,NA,NA,NA,NA,NA,3,NA,3
