"Year","Mo","Dy","Tsu","Eq","Name","Location","Country","Latitude","Longitude","Elevation..m.","Type","Eruption","VEI","Agent","Deaths","Death.Description","Missing","Missing.Description","Injuries","Injuries.Description","Damage...Mil.","Damage.Description","Houses.Destroyed","Houses.Destroyed.Description","Total.Deaths","Total.Death.Description","Total.Missing","Total.Missing.Description","Total.Injuries","Total.Injuries.Description","Total.Damage...Mil.","Total.Damage.Description","Total.Houses.Destroyed","Total.Houses.Destroyed.Description","Cumulative_Eruptions"
1997,1,14,NA,NA,"Merapi","Java","Indonesia",-7.54,110.446,2910,"Stratovolcano","true",2,"",6,1,NA,NA,NA,1,NA,NA,NA,NA,6,1,NA,NA,NA,1,NA,NA,NA,NA,593
1997,4,17,NA,NA,"Karangetang","Sangihe Is-Indonesia","Indonesia",2.781,125.407,1797,"Stratovolcano","true",1,"P",3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,594
1997,6,25,NA,NA,"Soufriere Hills","W Indies","Montserrat",16.72,-62.18,915,"Stratovolcano","true",3,"P",22,1,1,NA,NA,NA,NA,NA,NA,NA,22,1,NA,NA,NA,NA,NA,NA,NA,NA,595
1997,8,1,NA,NA,"Soufriere Hills","W Indies","Montserrat",16.72,-62.18,915,"Stratovolcano","true",3,"",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,596
1997,9,2,NA,NA,"Semeru","Java","Indonesia",-8.108,112.922,3657,"Stratovolcano","true",3,"T",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,597
1997,12,26,2279,NA,"Soufriere Hills","W Indies","Montserrat",16.72,-62.18,915,"Stratovolcano","true",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598
1998,4,28,NA,NA,"Kilauea","Hawaiian Is","United States",19.421,-155.287,1222,"Shield volcano","true",NA,"L",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,599
1999,1,20,2880,NA,"Soufriere Hills","W Indies","Montserrat",16.72,-62.18,915,"Stratovolcano","true",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600
1999,5,21,NA,NA,"Fuego","Guatemala","Guatemala",14.473,-90.88,3763,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,601
1999,8,15,NA,NA,"Sheveluch","Kamchatka","Russia",56.653,161.36,3283,"Stratovolcano","true",4,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,602
1999,10,5,NA,NA,"Guagua Pichincha","Ecuador","Ecuador",-0.171,-78.598,4784,"Stratovolcano","true",3,"T",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,603
1999,10,16,NA,NA,"Tungurahua","Ecuador","Ecuador",-1.467,-78.442,5023,"Stratovolcano","true",3,"T",1,1,NA,NA,4,1,NA,NA,NA,NA,1,1,NA,NA,4,1,NA,NA,NA,NA,604
2000,6,27,2340,5568,"Miyakejima","Izu Is-Japan","Japan",34.094,139.526,775,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,3,NA,1,NA,NA,605
2000,7,27,NA,NA,"Semeru","Java","Indonesia",-8.108,112.922,3657,"Stratovolcano","true",3,"T",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,606
2000,8,23,NA,NA,"Arenal","Costa Rica","Costa Rica",10.463,-84.703,1670,"Stratovolcano","true",3,"P",2,1,NA,NA,1,1,NA,NA,NA,NA,2,1,NA,NA,1,1,NA,NA,NA,NA,607
2000,11,3,NA,NA,"Kilauea","Hawaiian Is","United States",19.421,-155.287,1222,"Shield volcano","true",NA,"G",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,608
2000,11,NA,NA,NA,"Merapi","Java","Indonesia",-7.54,110.446,2910,"Stratovolcano","true",2,"A",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,609
2001,5,14,NA,NA,"Etna","Italy","Italy",37.748,14.999,3357,"Stratovolcano","true",3,"",1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,610
2001,7,26,NA,NA,"Etna","Italy","Italy",37.748,14.999,3357,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,611
2001,8,5,NA,NA,"Merapi","Java","Indonesia",-7.54,110.446,2910,"Stratovolcano","true",2,"P",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,612
2001,10,20,NA,NA,"Stromboli","Italy","Italy",38.789,15.213,924,"Stratovolcano","true",2,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,613
2002,1,3,NA,NA,"Karangetang","Sangihe Is-Indonesia","Indonesia",2.781,125.407,1797,"Stratovolcano","true",3,"M",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,614
2002,1,17,NA,NA,"Nyiragongo","Africa-C","Congo, DRC",-1.52,29.25,3470,"Stratovolcano","true",1,"L",100,2,NA,NA,400,3,NA,3,NA,3,100,2,NA,NA,NA,3,NA,3,NA,3,615
2002,8,28,NA,5659,"Etna","Italy","Italy",37.748,14.999,3357,"Stratovolcano","true",3,"",NA,NA,NA,NA,32,1,NA,2,NA,2,NA,NA,NA,NA,32,1,NA,2,NA,2,616
2002,11,3,NA,NA,"Reventador","Ecuador","Ecuador",-0.077,-77.656,3562,"Stratovolcano","true",4,"I",NA,1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,1,617
2002,12,30,2923,NA,"Stromboli","Italy","Italy",38.789,15.213,924,"Stratovolcano","true",NA,"",NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,618
2002,NA,NA,NA,NA,"Semeru","Java","Indonesia",-8.108,112.922,3657,"Stratovolcano","true",3,"T",3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,619
2003,7,12,2694,NA,"Soufriere Hills","W Indies","Montserrat",16.72,-62.18,915,"Stratovolcano","true",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620
2004,1,29,NA,NA,"Egon","Lesser Sunda Is","Indonesia",-8.676,122.455,1661,"Stratovolcano","true",1,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,621
2004,6,8,NA,NA,"Tengger Caldera","Java","Indonesia",-7.942,112.95,2329,"Stratovolcano","true",2,"T",2,1,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622
2004,10,24,NA,NA,"Manam","New Guinea-NE of","Papua New Guinea",-4.08,145.037,1807,"Stratovolcano","true",4,"T",5,1,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,623
2005,1,27,NA,NA,"Manam","New Guinea-NE of","Papua New Guinea",-4.08,145.037,1807,"Stratovolcano","true",4,"T",1,1,NA,NA,14,1,NA,NA,NA,NA,1,1,NA,NA,14,1,NA,NA,NA,NA,624
2005,10,1,NA,NA,"Santa Ana","El Salvador","El Salvador",13.853,-89.63,2381,"Stratovolcano","true",3,"A",2,1,NA,NA,NA,1,NA,NA,NA,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA,625
2005,11,25,NA,NA,"Karthala","Indian O-W","Comoros",-11.75,43.38,2361,"Shield volcano","true",3,"T",1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,626
2006,3,17,NA,NA,"Raoul Island","Kermadec Is","New Zealand",-29.27,-177.92,516,"Stratovolcano","true",1,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,627
2006,5,20,2877,NA,"Soufriere Hills","W Indies","Montserrat",16.72,-62.18,915,"Stratovolcano","true",2,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628
2006,6,7,NA,NA,"Bulusan","Luzon-Philippines","Philippines",12.769,124.056,1535,"Stratovolcano","true",2,"",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,629
2006,6,14,NA,NA,"Merapi","Java","Indonesia",-7.54,110.446,2910,"Stratovolcano","true",1,"P",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,630
2006,7,18,NA,NA,"Tungurahua","Ecuador","Ecuador",-1.467,-78.442,5023,"Stratovolcano","true",3,"",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,631
2006,8,17,NA,NA,"Tungurahua","Ecuador","Ecuador",-1.467,-78.442,5023,"Stratovolcano","true",3,"T",5,1,NA,2,13,1,NA,3,NA,3,6,1,NA,2,NA,2,NA,3,NA,3,632
2006,11,30,NA,NA,"Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","true",1,"m",1266,4,NA,NA,NA,NA,NA,1,NA,NA,1266,4,NA,NA,NA,NA,NA,1,NA,NA,633
2007,3,NA,NA,NA,"Manam","New Guinea-NE of","Papua New Guinea",-4.08,145.037,1807,"Stratovolcano","true",4,"M",4,1,NA,NA,1,1,NA,NA,NA,NA,4,1,NA,NA,1,1,NA,NA,NA,NA,634
2007,4,18,NA,NA,"Huila, Nevado del","Colombia","Colombia",2.93,-76.03,5364,"Stratovolcano","true",NA,"",NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,1,635
2007,5,19,5758,NA,"Ritter Island","New Guinea-NE of","Papua New Guinea",-5.519,148.115,75,"Stratovolcano","true",1,"A,W",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,636
2007,9,30,NA,NA,"Tair, Jebel at","Red Sea","Yemen",15.55,41.83,244,"Stratovolcano","true",3,"",7,1,NA,NA,1,1,NA,NA,NA,NA,7,1,NA,NA,1,1,NA,NA,NA,NA,637
2008,5,2,NA,NA,"Chaiten","Chile-S","Chile",-42.835,-72.651,1122,"Caldera","true",NA,"",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,638
2008,8,8,3587,NA,"Kasatochi","Aleutian Is","United States",52.177,-175.508,314,"Stratovolcano","true",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,639
2008,8,22,NA,NA,"Tungurahua","Ecuador","Ecuador",-1.467,-78.442,5023,"Stratovolcano","true",3,"M",2,1,NA,NA,2,1,NA,1,2,1,2,1,NA,NA,2,1,NA,1,2,1,640
2008,11,20,NA,NA,"Huila, Nevado del","Colombia","Colombia",2.93,-76.03,5364,"Stratovolcano","true",NA,"",10,1,NA,1,NA,1,NA,NA,NA,NA,10,1,NA,1,NA,1,NA,NA,NA,NA,641
2009,3,23,NA,NA,"Redoubt","Alaska-SW","United States",60.485,-152.742,3108,"Stratovolcano","true",NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,642
2009,11,30,NA,NA,"Kilauea","Hawaiian Is","United States",19.421,-155.287,1222,"Shield volcano","true",NA,"",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,643
2010,1,NA,NA,NA,"Tungurahua","Ecuador","Ecuador",-1.467,-78.442,5023,"Stratovolcano","true",3,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,644
2010,3,31,NA,NA,"Eyjafjallajokull","Iceland-S","Iceland",63.633,-19.633,1651,"Stratovolcano","true",2,"",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,645
2010,5,27,NA,NA,"Pacaya","Guatemala","Guatemala",14.382,-90.601,2569,"Complex volcano","true",1,"T",1,1,3,1,NA,NA,NA,1,3,1,1,1,3,1,NA,NA,NA,1,3,1,646
2010,5,29,4822,9172,"Zealandia Bank","Mariana Is-C Pacific","United States",16.88,145.85,0,"Stratovolcano","true",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,647
2010,8,6,NA,NA,"Karangetang","Sangihe Is-Indonesia","Indonesia",2.781,125.407,1797,"Stratovolcano","true",3,"",4,1,NA,NA,5,1,NA,NA,NA,1,4,1,NA,NA,5,1,NA,NA,NA,1,648
2010,8,30,NA,NA,"Sinabung","Sumatra","Indonesia",3.17,98.392,2460,"Stratovolcano","true",NA,"",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,649
2010,10,26,NA,NA,"Merapi","Java","Indonesia",-7.54,110.446,2910,"Stratovolcano","true",NA,"",367,3,NA,NA,277,3,600,4,NA,3,367,3,NA,NA,277,3,600,4,NA,3,650
2010,11,NA,NA,NA,"Tungurahua","Ecuador","Ecuador",-1.467,-78.442,5023,"Stratovolcano","true",3,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,651
2010,12,28,NA,NA,"Tengger Caldera","Java","Indonesia",-7.942,112.95,2329,"Stratovolcano","true",NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652
2011,1,3,NA,NA,"Merapi","Java","Indonesia",-7.54,110.446,2910,"Stratovolcano","true",NA,"M",1,1,NA,NA,1,1,NA,1,NA,NA,1,1,NA,NA,1,1,NA,1,NA,NA,653
2011,1,28,NA,NA,"Kirishimayama","Kyushu-Japan","Japan",31.934,130.862,1700,"Shield volcano","true",NA,"",NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,654
2011,2,23,NA,NA,"Bulusan","Luzon-Philippines","Philippines",12.769,124.056,1535,"Stratovolcano","true",2,"",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,655
