"Volcano.Number","Volcano.Name","Country","Volcanic.Region.Group","Volcanic.Region","Volcano.Landform","Primary.Volcano.Type","Activity.Evidence","Last.Known.Eruption.1","Latitude","Longitude","Elevation..m.","Dominant.Rock.Type","Tectonic.Setting","Location","Type","Status","Last.Known.Eruption","Tectonic_Summary"
352003,"Cuicocha","Ecuador","South America Volcanic Regions","Northern Andean Volcanic Arc","Caldera","Caldera","Eruption Dated","650 CE",0.308,-78.364,3246,"Dacite","Subduction zone / Continental crust (>25 km)","Ecuador","Stratovolcano","Holocene","Unknown","Subduction zone"
352004,"Imbabura","Ecuador","South America Volcanic Regions","Northern Andean Volcanic Arc","Composite","Compound","Eruption Dated","5550 BCE",0.258,-78.183,4609,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Ecuador","Compound volcano","Historical","D4","Subduction zone"
352005,"Mojanda","Ecuador","South America Volcanic Regions","Northern Andean Volcanic Arc","Composite","Stratovolcano(es)","Evidence Uncertain","Unknown",0.13,-78.27,4263,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Ecuador","Stratovolcanoes","Holocene?","?","Subduction zone"
352006,"Cayambe","Ecuador","South America Volcanic Regions","Northern Andean Volcanic Arc","Composite","Compound","Eruption Observed","1786 CE",0.029,-77.986,5790,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Ecuador","Compound volcano","Historical","D4","Subduction zone"
352010,"Reventador","Ecuador","South America Volcanic Regions","Northern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","2026 CE",-0.077,-77.656,3562,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Ecuador","Stratovolcano","Historical","D1","Subduction zone"
352011,"Pululahua","Ecuador","South America Volcanic Regions","Northern Andean Volcanic Arc","Caldera","Caldera","Eruption Dated","290 CE",0.0464,-78.49,3360,"Dacite","Subduction zone / Continental crust (>25 km)","Ecuador","Caldera","Radiocarbon","D7","Subduction zone"
352020,"Guagua Pichincha","Ecuador","South America Volcanic Regions","Northern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","2002 CE",-0.171,-78.598,4784,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Ecuador","Stratovolcano","Historical","D1","Subduction zone"
352021,"Atacazo","Ecuador","South America Volcanic Regions","Northern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Dated","320 BCE",-0.353,-78.617,4463,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Ecuador","Stratovolcano","Radiocarbon","D7","Subduction zone"
352022,"Chacana","Ecuador","South America Volcanic Regions","Northern Andean Volcanic Arc","Caldera","Caldera","Eruption Observed","1773 CE",-0.375,-78.25,4643,"Rhyolite","Subduction zone / Continental crust (>25 km)","Ecuador","Caldera","Historical","D4","Subduction zone"
352030,"Antisana","Ecuador","South America Volcanic Regions","Northern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","1802 CE",-0.481,-78.141,5753,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Ecuador","Stratovolcano","Historical","D3","Subduction zone"
352031,"Aliso","Ecuador","South America Volcanic Regions","Northern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Dated","2450 BCE",-0.53,-78,4267,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Ecuador","Stratovolcano","","D7","Subduction zone"
352040,"Sumaco","Ecuador","South America Volcanic Regions","Northern Andean Volcanic Arc","Composite","Stratovolcano","Evidence Uncertain","1895 CE",-0.538,-77.626,3990,"Trachybasalt / Tephrite Basanite","Subduction zone / Continental crust (>25 km)","Ecuador","Stratovolcano","Historical","D3","Subduction zone"
352041,"Iliniza","Ecuador","South America Volcanic Regions","Northern Andean Volcanic Arc","Composite","Stratovolcano","Evidence Credible","Unknown",-0.662,-78.716,5162,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Ecuador","Stratovolcano","Holocene","U","Subduction zone"
352050,"Cotopaxi","Ecuador","South America Volcanic Regions","Northern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","2023 CE",-0.677,-78.436,5911,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Ecuador","Stratovolcano","Historical","D2","Subduction zone"
352060,"Quilotoa","Ecuador","South America Volcanic Regions","Northern Andean Volcanic Arc","Caldera","Caldera","Eruption Dated","1280 CE",-0.8592,-78.9044,3914,"Dacite","Subduction zone / Continental crust (>25 km)","Ecuador","Caldera","Radiocarbon","D6","Subduction zone"
352071,"Chimborazo","Ecuador","South America Volcanic Regions","Northern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Dated","550 CE",-1.469,-78.817,6261,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Ecuador","Stratovolcano","Radiocarbon","D6","Subduction zone"
352080,"Tungurahua","Ecuador","South America Volcanic Regions","Northern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","2016 CE",-1.467,-78.442,5023,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Ecuador","Stratovolcano","Historical","D1","Subduction zone"
352081,"Licto","Ecuador","South America Volcanic Regions","Northern Andean Volcanic Arc","Minor (Basaltic)","Pyroclastic cone(s)","Evidence Uncertain","Unknown",-1.786,-78.614,3322,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Ecuador","Scoria cone","Holocene","U","Subduction zone"
352090,"Sangay","Ecuador","South America Volcanic Regions","Northern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","2026 CE",-2.005,-78.341,5286,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Ecuador","Stratovolcano","Historical","D1","Subduction zone"
353010,"Fernandina","Ecuador","Eastern Pacific Volcanic Regions","Galapagos Hotspot Volcano Group","Shield","Shield","Eruption Observed","2024 CE",-0.37,-91.55,1476,"Basalt / Picro-Basalt","Rift zone / Oceanic crust (< 15 km)","Galapagos","Shield volcano","Historical","D1","Rift zone"
353011,"Ecuador","Ecuador","Eastern Pacific Volcanic Regions","Galapagos Hotspot Volcano Group","Shield","Shield","Eruption Dated","1150 CE",-0.02,-91.546,790,"Basalt / Picro-Basalt","Rift zone / Oceanic crust (< 15 km)","Galapagos","Shield volcano","Holocene","U","Rift zone"
353020,"Wolf","Ecuador","Eastern Pacific Volcanic Regions","Galapagos Hotspot Volcano Group","Shield","Shield","Eruption Observed","2022 CE",0.02,-91.35,1710,"Basalt / Picro-Basalt","Rift zone / Oceanic crust (< 15 km)","Galapagos","Shield volcano","Historical","D1","Rift zone"
353030,"Darwin","Ecuador","Eastern Pacific Volcanic Regions","Galapagos Hotspot Volcano Group","Shield","Shield","Eruption Dated","1813 CE",-0.18,-91.28,1330,"Basalt / Picro-Basalt","Rift zone / Oceanic crust (< 15 km)","Galapagos","Shield volcano","Holocene","D3","Rift zone"
353040,"Alcedo","Ecuador","Eastern Pacific Volcanic Regions","Galapagos Hotspot Volcano Group","Shield","Shield","Eruption Observed","1993 CE",-0.43,-91.12,1130,"Basalt / Picro-Basalt","Rift zone / Oceanic crust (< 15 km)","Galapagos","Shield volcano","Historical","D1","Rift zone"
353050,"Negra, Sierra","Ecuador","Eastern Pacific Volcanic Regions","Galapagos Hotspot Volcano Group","Shield","Shield","Eruption Observed","2018 CE",-0.83,-91.17,1124,"Basalt / Picro-Basalt","Rift zone / Oceanic crust (< 15 km)","Galapagos","Shield volcano","Historical","D1","Rift zone"
353060,"Azul, Cerro","Ecuador","Eastern Pacific Volcanic Regions","Galapagos Hotspot Volcano Group","Shield","Shield","Eruption Observed","2008 CE",-0.92,-91.408,1640,"Basalt / Picro-Basalt","Rift zone / Oceanic crust (< 15 km)","Chile-C","Stratovolcano","Historical","D1","Rift zone"
353060,"Azul, Cerro","Ecuador","Eastern Pacific Volcanic Regions","Galapagos Hotspot Volcano Group","Shield","Shield","Eruption Observed","2008 CE",-0.92,-91.408,1640,"Basalt / Picro-Basalt","Rift zone / Oceanic crust (< 15 km)","Galapagos","Shield volcano","Historical","D1","Rift zone"
353070,"Pinta","Ecuador","Eastern Pacific Volcanic Regions","Northern Galapagos Volcanic Province","Shield","Shield","Eruption Observed","Unknown",0.5858,-90.7553,729,"Basalt / Picro-Basalt","Rift zone / Oceanic crust (< 15 km)","Galapagos","Shield volcano","Historical","D2","Rift zone"
353080,"Marchena","Ecuador","Eastern Pacific Volcanic Regions","Northern Galapagos Volcanic Province","Shield","Shield","Eruption Observed","1991 CE",0.33,-90.47,343,"Basalt / Picro-Basalt","Rift zone / Oceanic crust (< 15 km)","Galapagos","Shield volcano","Historical","D1","Rift zone"
353081,"Genovesa","Ecuador","Eastern Pacific Volcanic Regions","Northern Galapagos Volcanic Province","Shield","Shield","Evidence Credible","Unknown",0.32,-89.958,64,"Basalt / Picro-Basalt","Rift zone / Oceanic crust (< 15 km)","Galapagos","Shield volcano","Holocene","U","Rift zone"
353090,"Santiago","Ecuador","Eastern Pacific Volcanic Regions","Galapagos Hotspot Volcano Group","Shield","Shield","Eruption Observed","1906 CE",-0.22,-90.77,920,"Basalt / Picro-Basalt","Rift zone / Oceanic crust (< 15 km)","Galapagos","Shield volcano","Historical","D2","Rift zone"
353091,"Santa Cruz","Ecuador","Eastern Pacific Volcanic Regions","Galapagos Hotspot Volcano Group","Shield","Shield","Evidence Credible","Unknown",-0.62,-90.33,864,"Basalt / Picro-Basalt","Rift zone / Oceanic crust (< 15 km)","Galapagos","Shield volcano","Holocene","U","Rift zone"
353120,"San Cristobal","Ecuador","Eastern Pacific Volcanic Regions","Galapagos Hotspot Volcano Group","Shield","Shield","Evidence Credible","Unknown",-0.8292,-89.4292,707,"Basalt / Picro-Basalt","Rift zone / Oceanic crust (< 15 km)","Galapagos","Shield volcano","Holocene","U","Rift zone"
353120,"San Cristobal","Ecuador","Eastern Pacific Volcanic Regions","Galapagos Hotspot Volcano Group","Shield","Shield","Evidence Credible","Unknown",-0.8292,-89.4292,707,"Basalt / Picro-Basalt","Rift zone / Oceanic crust (< 15 km)","Nicaragua","Stratovolcano","Historical","D1","Rift zone"
354000,"Quimsachata-Oroscocha","Peru","South America Volcanic Regions","Central Andean Volcanic Arc","Minor (Silicic)","Lava dome","Eruption Dated","4450 BCE",-14.131,-71.363,3848,"Rhyolite","Subduction zone / Continental crust (>25 km)",NA,NA,NA,NA,"Subduction zone"
354001,"Auquihuato, Cerro","Peru","South America Volcanic Regions","Central Andean Volcanic Arc","Minor","Pyroclastic cone","Evidence Uncertain","Unknown",-15.0726,-73.1914,5001,"No Data (checked)","Subduction zone / Continental crust (>25 km)","Peru","Stratovolcano","Holocene","U","Subduction zone"
354003,"Coropuna","Peru","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano","Evidence Credible","Unknown",-15.52,-72.65,6377,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Peru","Stratovolcano","Historical","D1","Subduction zone"
354004,"Andahua-Orcopampa","Peru","South America Volcanic Regions","Central Andean Volcanic Arc","Cluster","Volcanic field","Eruption Dated","1490 CE",-15.42,-72.33,4713,"Trachyandesite / Basaltic Trachyandesite","Subduction zone / Continental crust (>25 km)","Peru","Lava dome","Holocene","U","Subduction zone"
354005,"Huambo","Peru","South America Volcanic Regions","Central Andean Volcanic Arc","Cluster","Volcanic field","Eruption Dated","700 BCE",-15.78,-72.08,4554,"Trachyandesite / Basaltic Trachyandesite","Subduction zone / Continental crust (>25 km)","Peru","Stratovolcano","Holocene","U","Subduction zone"
354006,"Sabancaya","Peru","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano(es)","Eruption Observed","2026 CE",-15.787,-71.857,5960,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Peru","Stratovolcanoes","Historical","D1","Subduction zone"
354010,"Misti, El","Peru","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","1985 CE",-16.2991,-71.4056,5793,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Peru","Stratovolcano","Historical","D4","Subduction zone"
354020,"Ubinas","Peru","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","2024 CE",-16.345,-70.8972,5608,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Peru","Stratovolcano","Historical","D1","Subduction zone"
354030,"Huaynaputina","Peru","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","1600 CE",-16.6144,-70.8542,4679,"Dacite","Subduction zone / Continental crust (>25 km)","Peru","Stratovolcano","Historical","D5","Subduction zone"
354031,"Ticsani","Peru","South America Volcanic Regions","Central Andean Volcanic Arc","Minor (Silicic)","Lava dome(s)","Eruption Dated","1800 CE",-16.7586,-70.5981,5382,"Dacite","Subduction zone / Continental crust (>25 km)","Peru","Stratovolcano","Holocene","U","Subduction zone"
354040,"Tutupaca","Peru","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano(es)","Eruption Observed","1802 CE",-17.026,-70.372,5801,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Peru","Stratovolcano","Historical","D2","Subduction zone"
354050,"Yucamane","Peru","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano(es)","Eruption Observed","1320 BCE",-17.184,-70.196,5495,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Peru","Stratovolcano","Historical","D4","Subduction zone"
354060,"Casiri, Nevados","Peru","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano(es)","Evidence Credible","Unknown",-17.4852,-69.7886,5626,"Trachyte / Trachydacite","Subduction zone / Continental crust (>25 km)","Peru","Stratovolcano","Holocene","U","Subduction zone"
355011,"Taapaca","Chile","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Complex","Eruption Dated","320 BCE",-18.1,-69.5,5860,"Dacite","Subduction zone / Continental crust (>25 km)","Chile-N","Lava dome","Holocene","U","Subduction zone"
355012,"Parinacota","Chile-Bolivia","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano","Eruption Dated","290 CE",-18.166,-69.142,6336,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Bolivia","Stratovolcano","Holocene","Unknown","Subduction zone"
355020,"Guallatiri","Chile","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","1960 CE",-18.42,-69.092,6071,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-N","Stratovolcano","Historical","D2","Subduction zone"
355030,"Isluga","Chile","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","1913 CE",-19.15,-68.83,5550,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-N","Stratovolcano","Historical","D2","Subduction zone"
355032,"Tata Sabaya","Bolivia","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano","Evidence Credible","Unknown",-19.13,-68.53,5430,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-N","Unknown","Holocene","Unknown","Subduction zone"
355040,"Irruputuncu","Chile-Bolivia","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","1995 CE",-20.73,-68.55,5163,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-N","Stratovolcano","Historical","D1","Subduction zone"
355050,"Olca-Paruma","Chile-Bolivia","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano(es)","Eruption Observed","Unknown",-20.939,-68.413,5705,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-N","Stratovolcano","Historical","D3","Subduction zone"
355090,"Putana","Chile","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","1810 CE",-22.557,-67.853,5884,"Dacite","Subduction zone / Continental crust (>25 km)","Chile-N","Stratovolcano","Historical","D1","Subduction zone"
355091,"Sairecabur","Chile-Bolivia","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano(es)","Evidence Credible","Unknown",-22.719,-67.891,5961,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-N","Stratovolcano","Holocene","U","Subduction zone"
355092,"Licancabur","Chile-Bolivia","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano","Evidence Credible","Unknown",-22.83,-67.88,5916,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-N","Stratovolcano","Holocene","U","Subduction zone"
355093,"Guayaques","Chile-Bolivia","South America Volcanic Regions","Central Andean Volcanic Arc","Minor","Lava dome(s)","Evidence Credible","Unknown",-22.895,-67.566,5598,"Dacite","Subduction zone / Continental crust (>25 km)","Chile-N","Lava dome","Holocene","U","Subduction zone"
355094,"Purico Complex","Chile","South America Volcanic Regions","Central Andean Volcanic Arc","Shield","Shield(pyroclastic)","Evidence Credible","Unknown",-23,-67.75,5703,"Dacite","Subduction zone / Continental crust (>25 km)","Chile-N","Pyroclastic shield","Holocene","U","Subduction zone"
355095,"Colachi","Chile","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano","Evidence Credible","Unknown",-23.236,-67.645,5631,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-N","Stratovolcano","Holocene","U","Subduction zone"
355096,"Acamarachi","Chile","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano","Evidence Credible","Unknown",-23.292,-67.618,6023,"Dacite","Subduction zone / Continental crust (>25 km)","Chile-N","Stratovolcano","Holocene","Unknown","Subduction zone"
355098,"Chiliques","Chile","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano","Evidence Uncertain","Unknown",-23.58,-67.7,5778,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-N","Stratovolcano","Holocene?","?","Subduction zone"
355100,"Lascar","Chile","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano(es)","Eruption Observed","2026 CE",-23.37,-67.73,5592,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-N","Stratovolcano","Historical","D1","Subduction zone"
355101,"Cordon de Puntas Negras","Chile","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano(es)","Evidence Credible","Unknown",-23.743,-67.534,5852,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-N","Stratovolcano","Holocene","U","Subduction zone"
355102,"Miniques","Chile","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano(es)","Evidence Uncertain","Unknown",-23.82,-67.77,5910,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-N","Stratovolcano","Holocene","U","Subduction zone"
355103,"Tujle, Cerro","Chile","South America Volcanic Regions","Central Andean Volcanic Arc","Minor","Maar","Evidence Credible","Unknown",-23.83,-67.95,3550,"No Data (checked)","Subduction zone / Continental crust (>25 km)","Chile-N","Stratovolcano","Holocene","U","Subduction zone"
355104,"Caichinque","Chile","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano(es)","Evidence Uncertain","Unknown",-23.949,-67.74,4458,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-N","Maar","Holocene","U","Subduction zone"
355105,"Tilocalar","Chile","South America Volcanic Regions","Central Andean Volcanic Arc","Minor","Lava cone(es)","Evidence Uncertain","Unknown",-23.97,-68.13,3109,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-N","Stratovolcano","Holocene","U","Subduction zone"
355107,"Pular","Chile","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano(es)","Evidence Uncertain","Unknown",-24.188,-68.054,6233,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Argentina","Stratovolcano","Historical","D1","Subduction zone"
355108,"Negrillar, La","Chile","South America Volcanic Regions","Central Andean Volcanic Arc","Minor","Pyroclastic cone(s)","Evidence Uncertain","Unknown",-24.319,-68.59,4220,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-N","Pyroclastic cone","Holocene","Unknown","Subduction zone"
355109,"Socompa","Chile-Argentina","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano","Eruption Dated","5250 BCE",-24.396,-68.246,6031,"Dacite","Subduction zone / Continental crust (>25 km)","Chile-N","Stratovolcano","Radiocarbon","D7","Subduction zone"
355110,"Llullaillaco","Chile-Argentina","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","1877 CE",-24.72,-68.53,6739,"Dacite","Subduction zone / Continental crust (>25 km)","Chile-N","Stratovolcano","Historical","D3","Subduction zone"
355112,"Corrida de Cori Volcanic Field","Chile-Argentina","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano","Evidence Uncertain","Unknown",-25.083,-68.367,5451,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-N","Stratovolcano","Holocene","U","Subduction zone"
355120,"Lastarria","Chile-Argentina","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano","Evidence Credible","Unknown",-25.168,-68.507,5706,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-N","Stratovolcano","Holocene","U","Subduction zone"
355121,"Cordon del Azufre","Chile-Argentina","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Complex","Evidence Credible","Unknown",-25.336,-68.521,5481,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-N","Complex volcano","Holocene","U","Subduction zone"
355122,"Bayo Gorbea, Cerro","Chile-Argentina","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Complex","Evidence Credible","Unknown",-25.414,-68.588,5413,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-N","Complex volcano","Holocene","U","Subduction zone"
355123,"Nevada, Sierra","Chile-Argentina","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Complex","Evidence Credible","Unknown",-26.48,-68.58,6173,"No Data (checked)","Subduction zone / Continental crust (>25 km)","Argentina","Stratovolcano","Holocene","U","Subduction zone"
355124,"Falso Azufre","Chile-Argentina","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Complex","Evidence Uncertain","Unknown",-26.8,-68.37,5906,"No Data (checked)","Subduction zone / Continental crust (>25 km)","Argentina","Scoria cone","Holocene","U","Subduction zone"
355125,"Incahuasi, Nevado de","Chile-Argentina","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano(es)","Evidence Uncertain","Unknown",-27.033,-68.296,6638,"Dacite","Subduction zone / Continental crust (>25 km)","Chile","Complex volcano","Holocene","U","Subduction zone"
355130,"Ojos del Salado, Nevados","Chile-Argentina","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano","Eruption Dated","750 CE",-27.109,-68.541,6879,"Dacite","Subduction zone / Continental crust (>25 km)","Chile-N","Stratovolcano","Holocene","U","Subduction zone"
355131,"Solo, El","Chile-Argentina","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano","Evidence Credible","Unknown",-27.105,-68.713,6205,"Dacite","Subduction zone / Continental crust (>25 km)","Argentina","Complex volcano","Holocene","U","Subduction zone"
355160,"Aracar","Argentina","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano","Evidence Credible","Unknown",-24.29,-67.783,6095,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Argentina","Stratovolcano","Uncertain","?","Subduction zone"
355161,"Central Andean Arc at 25.1°S","Argentina","South America Volcanic Regions","Central Andean Volcanic Arc","Minor","Pyroclastic cone","Evidence Credible","Unknown",-25.078,-68.266,4652,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)",NA,NA,NA,NA,"Subduction zone"
355190,"Condor, El","Argentina","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano","Evidence Credible","Unknown",-26.632,-68.361,6373,"No Data (checked)","Subduction zone / Continental crust (>25 km)","Argentina","Stratovolcano","Holocene","U","Subduction zone"
355200,"Peinado","Argentina","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano","Evidence Credible","Unknown",-26.623,-68.116,5741,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Argentina","Stratovolcano","Holocene","U","Subduction zone"
355210,"Blanco, Cerro","Argentina","South America Volcanic Regions","Central Andean Volcanic Arc","Caldera","Caldera","Eruption Dated","2300 BCE",-26.7657,-67.746,4670,"Rhyolite","Subduction zone / Continental crust (>25 km)","Argentina","Caldera","Holocene","U","Subduction zone"
355220,"Tipas","Argentina","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Complex","Evidence Credible","Unknown",-27.196,-68.561,6658,"No Data (checked)","Subduction zone / Continental crust (>25 km)","Argentina","Complex volcano","Holocene","U","Subduction zone"
356011,"Rapa Nui","Chile","Southern Pacific Volcanic Regions","Salas y Gómez Ridge Volcano Group","Shield","Shield(s)","Evidence Credible","Unknown",-27.114,-109.356,501,"Basalt / Picro-Basalt","Rift zone / Oceanic crust (< 15 km)","Chile-Is","Shield volcanoes","Holocene","U","Rift zone"
357010,"Tupungatito","Chile-Argentina","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","1987 CE",-33.425,-69.797,5660,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-C","Stratovolcano","Historical","D1","Subduction zone"
357020,"San Jose","Chile-Argentina","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano(es)","Eruption Observed","1960 CE",-33.789,-69.895,6070,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-C","Stratovolcano","Historical","D2","Subduction zone"
357021,"Maipo","Chile-Argentina","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Caldera","Eruption Observed","1912 CE",-34.164,-69.832,5323,"Trachyandesite / Basaltic Trachyandesite","Subduction zone / Continental crust (>25 km)","Chile-C","Caldera","Historical","D2","Subduction zone"
357022,"Palomo","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano","Evidence Credible","Unknown",-34.608,-70.295,4860,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-C","Stratovolcano","Holocene","U","Subduction zone"
357023,"Atuel, Caldera del","Argentina","South America Volcanic Regions","Southern Andean Volcanic Arc","Caldera","Caldera","Evidence Credible","Unknown",-34.592,-69.921,5189,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Argentina","Caldera","Holocene","U","Subduction zone"
357024,"Risco Plateado","Argentina","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano","Evidence Uncertain","Unknown",-34.917,-69.981,4999,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Argentina","Stratovolcano","Holocene?","?","Subduction zone"
357030,"Tinguiririca","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","1917 CE",-34.814,-70.352,4280,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-C","Stratovolcano","Historical","D2","Subduction zone"
357040,"Planchon-Peteroa","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano(es)","Eruption Observed","2025 CE",-35.223,-70.568,3977,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-C","Caldera","Historical","D1","Subduction zone"
