"Volcano Number","Volcano Name","Eruption Number","Eruption Category","Area of Activity","VEI","VEI Modifier","Start Year Modifier","Start Year","Start Year Uncertainty","Start Month","Start Day Modifier","Start Day","Start Day Uncertainty","Evidence Method (dating)","End Year Modifier","End Year","End Year Uncertainty","End Month","End Day Modifier","End Day","End Day Uncertainty"
"257070","Kuwae","15347","Confirmed Eruption","Karua","0","NULL","NULL","1974","NULL","2","NULL","4","4","Observations: Reported","NULL","1974","NULL","9","?","16","15"
"263200","Dieng Volcanic Complex","22600","Confirmed Eruption","Sileri Crater Lake","1","NULL","NULL","2024","NULL","12","NULL","18","NULL","Observations: Reported","NULL","2025","NULL","1","NULL","6","NULL"
"263200","Dieng Volcanic Complex","15783","Confirmed Eruption","Candradimuka area","0","NULL","NULL","1954","NULL","12","NULL","6","NULL","Observations: Reported","NULL","1954","NULL","12","NULL","6","NULL"
"263200","Dieng Volcanic Complex","15784","Confirmed Eruption","Sileri Crater","1","NULL","NULL","1956","NULL","6","NULL","2","NULL","Observations: Reported","NULL","1956","NULL","6","NULL","2","NULL"
"263300","Semeru","15983","Confirmed Eruption","NULL","2","NULL","NULL","1872","NULL","10","NULL","23","NULL","Observations: Reported","NULL","1872","NULL","10","NULL","23","NULL"
"263300","Semeru","15984","Confirmed Eruption","NULL","2","NULL","NULL","1877","NULL","4","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"263300","Semeru","10032","Confirmed Eruption","Jonggring Seloko","2","NULL","NULL","1945","NULL","6","NULL","12","NULL","Observations: Reported","NULL","1945","NULL","6","NULL","18","NULL"
"263300","Semeru","13575","Confirmed Eruption","NULL","2","NULL","NULL","1905","NULL","8","NULL","4","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"263300","Semeru","13576","Confirmed Eruption","NULL","2","NULL","NULL","1907","NULL","1","NULL","7","NULL","Observations: Reported","NULL","1907","NULL","1","NULL","10","NULL"
"264030","Rinjani","22149","Confirmed Eruption","Barujari Crater","2","NULL","NULL","2016","NULL","8","NULL","1","NULL","Observations: Reported","NULL","2016","NULL","9","NULL","27","NULL"
"264030","Rinjani","16219","Confirmed Eruption","NW flank of Barujari (Rombongan)","2","NULL","NULL","1944","NULL","12","NULL","25","NULL","Observations: Reported","NULL","1945","NULL","1","?","1","NULL"
"283120","Kusatsu-Shiranesan","17820","Confirmed Eruption","Yu-gama","3","NULL","?","-550","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"284134","Kasuga 1","18442","Confirmed Eruption","NULL","0","NULL","NULL","1959","NULL","7","NULL","15","45","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300190","Krasheninnikov","19227","Confirmed Eruption","Northern cone, outer N-flank fissure","NULL","NULL","?","-3550","NULL","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300190","Krasheninnikov","19241","Confirmed Eruption","NW flank and central northern cone","2","NULL","?","650","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300190","Krasheninnikov","19242","Confirmed Eruption","Central N cone, SE flank of S cone","3","NULL","?","750","NULL","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"303010","Taryatu-Chulutu","19627","Confirmed Eruption","Horgo cone","NULL","NULL","NULL","-2980","150","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"311180","Seguam","19777","Confirmed Eruption","NULL","3","NULL","NULL","1892","NULL","4","NULL","15","45","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"311180","Seguam","19778","Confirmed Eruption","NULL","3","NULL","NULL","1902","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"312070","Veniaminof","20163","Confirmed Eruption","Western intracaldera cone","3","NULL","NULL","1939","NULL","5","NULL","23","NULL","Observations: Reported","NULL","1939","NULL","6","?","26","NULL"
"312070","Veniaminof","20177","Confirmed Eruption","Western intracaldera cone","1","NULL","NULL","2006","NULL","3","NULL","3","NULL","Observations: Reported","NULL","2006","NULL","9","NULL","7","NULL"
"312070","Veniaminof","20178","Confirmed Eruption","Western intracaldera cone","1","NULL","NULL","2008","NULL","2","NULL","22","NULL","Observations: Reported","NULL","2008","NULL","3","NULL","1","NULL"
"352010","Reventador","11441","Confirmed Eruption","NULL","3","NULL","NULL","1958","NULL","11","NULL","16","15","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"352090","Sangay","22312","Confirmed Eruption","NULL","2","NULL","NULL","2019","NULL","3","NULL","26","NULL","Observations: Reported",">","2026","NULL","3","NULL","25","NULL"
"372050","Torfajokull","12688","Confirmed Eruption","W side of caldera (Hrafntinnuhraun)","NULL","NULL","?","1170","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"382120","Madeira","13045","Confirmed Eruption","Paul da Serra","NULL","NULL","NULL","-4500","50","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"233040","Fani Maore","22337","Confirmed Eruption","About 50 km E of the eastern tip of Mayotte Island","0","NULL","NULL","2018","NULL","7","NULL","3","NULL","Observations: Seismicity","?","2019","NULL","8","NULL","20","NULL"
"241100","Ruapehu","14610","Confirmed Eruption","NE flank (Whakapapa)","NULL","NULL","NULL","-5550","2500","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"241100","Ruapehu","14624","Confirmed Eruption","NULL","3","NULL","NULL","1945","NULL","3","NULL","8","NULL","Observations: Reported","NULL","1945","NULL","12","NULL","0","NULL"
"241100","Ruapehu","14635","Confirmed Eruption","NULL","2","NULL","NULL","1968","NULL","4","NULL","6","NULL","Observations: Reported","NULL","1968","NULL","6","NULL","10","NULL"
"241100","Ruapehu","14649","Confirmed Eruption","NULL","1","NULL","NULL","1981","NULL","10","?","25","NULL","Observations: Reported","NULL","1982","NULL","4","NULL","12","3"
"242050","Monowai","14717","Confirmed Eruption","NULL","0","NULL","NULL","1999","NULL","6","NULL","6","NULL","Observations: Hydrophonic","NULL","1999","NULL","6","NULL","11","NULL"
"245030","Nabukelevu","14853","Confirmed Eruption","Dome NW of summit","NULL","NULL","NULL","1660","30","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"251050","Long Island","14960","Confirmed Eruption","Motmot","3","NULL","NULL","1955","NULL","6","NULL","5","NULL","Observations: Reported","NULL","1955","NULL","6","NULL","13","NULL"
"258010","Matthew Island","15360","Confirmed Eruption","West-Matthew","0","?","NULL","1956","2","7","NULL","2","182","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"261170","Kerinci","15503","Confirmed Eruption","NULL","2","NULL","NULL","1878","NULL","12","NULL","11","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"261170","Kerinci","15521","Confirmed Eruption","NULL","2","NULL","NULL","1990","NULL","12","NULL","31","365","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"261170","Kerinci","22273","Confirmed Eruption","Summit crater","1","NULL","NULL","2017","NULL","8","NULL","13","NULL","Observations: Reported","NULL","2017","NULL","8","NULL","13","NULL"
"263180","Slamet","20933","Confirmed Eruption","Summit crater","2","NULL","NULL","2014","NULL","3","NULL","8","NULL","Observations: Reported","NULL","2014","NULL","9","NULL","18","NULL"
"263180","Slamet","15746","Confirmed Eruption","NULL","2","NULL","NULL","1930","NULL","4","NULL","2","NULL","Observations: Reported","NULL","1930","NULL","4","NULL","13","NULL"
"263180","Slamet","15760","Confirmed Eruption","NULL","2","NULL","NULL","1953","NULL","8","NULL","16","15","Observations: Reported","NULL","1953","NULL","10","NULL","16","15"
"263310","Tengger Caldera","13449","Confirmed Eruption","Bromo","2","NULL","NULL","1866","NULL","7","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"263310","Tengger Caldera","16028","Confirmed Eruption","Volcano Uncertain","2","NULL","NULL","1856","NULL","9","NULL","10","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"263310","Tengger Caldera","16053","Confirmed Eruption","Bromo","2","NULL","NULL","1929","NULL","8","NULL","7","NULL","Observations: Reported","NULL","1929","NULL","9","NULL","8","NULL"
"263310","Tengger Caldera","15839","Confirmed Eruption","Bromo","2","NULL","NULL","1956","NULL","6","NULL","16","15","Observations: Reported","NULL","1956","NULL","7","?","16","15"
"264040","Tambora","16228","Confirmed Eruption","NULL","NULL","NULL","NULL","-3910","200","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"264220","Iliboleng","16321","Confirmed Eruption","NULL","2","NULL","NULL","1973","NULL","4","NULL","16","15","Observations: Reported","NULL","1974","NULL","4","NULL","16","15"
"282050","Kuchinoerabujima","16964","Confirmed Eruption","Furudake","NULL","NULL","NULL","1560","100","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"282050","Kuchinoerabujima","16975","Confirmed Eruption","Shindake","2","NULL","NULL","1972","NULL","9","NULL","2","NULL","Observations: Reported","NULL","1972","NULL","9","NULL","2","NULL"
"283240","Iwatesan","17568","Confirmed Eruption","Nishi-Iwate","NULL","NULL","?","-1150","NULL","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"283240","Iwatesan","17575","Confirmed Eruption","NULL","3","NULL","NULL","1686","NULL","3","NULL","26","NULL","Observations: Reported","NULL","1686","NULL","3","NULL","27","NULL"
"283240","Iwatesan","18061","Confirmed Eruption","Higashi-Iwate","NULL","NULL","NULL","-3750","100","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"285030","Toya","18593","Confirmed Eruption","Usu","NULL","NULL","NULL","1638","NULL","7","NULL","25","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"282110","Asosan","17351","Confirmed Eruption","Naka-dake","1","NULL","NULL","2008","NULL","2","NULL","17","NULL","Observations: Reported","NULL","2008","NULL","2","NULL","17","NULL"
"282110","Asosan","17215","Confirmed Eruption","Naka-dake","2","NULL","NULL","1331","NULL","4","NULL","0","NULL","Observations: Reported","NULL","1331","NULL","4","NULL","0","NULL"
"282110","Asosan","17217","Confirmed Eruption","Naka-dake","2","NULL","NULL","1335","NULL","2","NULL","7","NULL","Observations: Reported","NULL","1335","NULL","3","NULL","26","NULL"
"282110","Asosan","17224","Confirmed Eruption","Naka-dake","2","NULL","NULL","1377","NULL","5","NULL","6","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"282110","Asosan","17251","Confirmed Eruption","Naka-dake","2","NULL","NULL","1613","NULL","8","NULL","8","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"282110","Asosan","17281","Confirmed Eruption","Naka-dake","2","NULL","NULL","1835","NULL","5","NULL","1","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"282120","Kujusan","17358","Confirmed Eruption","Taisen-Minami","NULL","NULL","NULL","-1720","300","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"282120","Kujusan","17360","Confirmed Eruption","Komekubo crater","4","NULL","NULL","-100","300","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"283160","Bandaisan","17894","Confirmed Eruption","O-Bandai","3","NULL","NULL","806","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"284140","Farallon de Pajaros","18487","Confirmed Eruption","NULL","1","NULL","NULL","1936","NULL","4","NULL","15","45","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300010","Kambalny","18894","Confirmed Eruption","NULL","NULL","NULL","?","1350","NULL","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300050","Ksudach","18930","Confirmed Eruption","NULL","3","NULL","?","-4100","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"311270","Vsevidof","19830","Confirmed Eruption","West flank fissure ?","2","NULL","NULL","1878","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"332000","Kama'ehuakanaloa","20725","Confirmed Eruption","East flank?","0","NULL","NULL","-7050","7000","0","NULL","0","NULL","Isotopic: K/Ar","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"332000","Kama'ehuakanaloa","20732","Confirmed Eruption","NULL","0","NULL","NULL","1996","NULL","2","NULL","25","30","Observations: Reported","NULL","1996","NULL","8","?","9","NULL"
"344120","Concepcion","11065","Confirmed Eruption","NULL","2","NULL","NULL","1977","NULL","4","NULL","4","NULL","Observations: Reported","NULL","1977","NULL","5","NULL","3","NULL"
"352006","Cayambe","11399","Confirmed Eruption","NULL","NULL","NULL","?","-560","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"352006","Cayambe","11401","Confirmed Eruption","NULL","NULL","NULL","?","-460","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"352006","Cayambe","11408","Confirmed Eruption","NULL","NULL","NULL","?","260","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"357120","Villarrica","12178","Confirmed Eruption","NULL","1","NULL","NULL","1996","NULL","9","NULL","14","NULL","Observations: Reported","NULL","1997","NULL","8","NULL","16","15"
"357120","Villarrica","21025","Confirmed Eruption","NULL","2","?","NULL","1638","NULL","NULL","NULL","NULL","NULL","Sidereal: Varve Count","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"357120","Villarrica","21059","Confirmed Eruption","NULL","2","?","NULL","1448","NULL","NULL","NULL","NULL","NULL","Sidereal: Varve Count","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"357120","Villarrica","21061","Confirmed Eruption","NULL","2","?","NULL","1417","NULL","NULL","NULL","NULL","NULL","Sidereal: Varve Count","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"357120","Villarrica","12101","Confirmed Eruption","NULL","2","NULL","NULL","1562","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"357120","Villarrica","12135","Confirmed Eruption","NULL","2","NULL","NULL","1883","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"357120","Villarrica","12137","Confirmed Eruption","NULL","2","NULL","NULL","1897","NULL","12","NULL","1","30","Observations: Reported","NULL","1898","NULL","2","NULL","1","30"
"357120","Villarrica","12142","Confirmed Eruption","NULL","2","NULL","NULL","1909","NULL","8","NULL","19","NULL","Observations: Reported","NULL","1910","NULL","0","NULL","0","NULL"
"357120","Villarrica","12144","Confirmed Eruption","NULL","1","NULL","NULL","1915","NULL","0","NULL","0","NULL","Observations: Reported","NULL","1918","NULL","0","NULL","0","NULL"
"360150","Soufriere St. Vincent","12444","Confirmed Eruption","NULL","NULL","NULL","NULL","1395","75","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"360150","Soufriere St. Vincent","12435","Confirmed Eruption","NULL","NULL","NULL","NULL","-2310","100","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"360150","Soufriere St. Vincent","12437","Confirmed Eruption","NULL","NULL","NULL","NULL","-2135","50","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"372030","Katla","12571","Confirmed Eruption","NULL","NULL","NULL","?","-5850","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"233020","Fournaise, Piton de la","14260","Confirmed Eruption","NULL","2","NULL","NULL","1814","NULL","9","NULL","10","NULL","Observations: Reported","NULL","1814","NULL","10","NULL","13","NULL"
"233020","Fournaise, Piton de la","14263","Confirmed Eruption","NULL","0","NULL","NULL","1816","NULL","12","NULL","15","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"233020","Fournaise, Piton de la","14264","Confirmed Eruption","NULL","0","NULL","NULL","1817","NULL","1","NULL","0","NULL","Observations: Reported","NULL","1817","NULL","4","NULL","0","NULL"
"233020","Fournaise, Piton de la","14277","Confirmed Eruption","NULL","0","NULL","NULL","1849","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"233020","Fournaise, Piton de la","14327","Confirmed Eruption","NULL","2","NULL","NULL","1929","NULL","12","NULL","23","NULL","Observations: Reported","NULL","1929","NULL","12","NULL","31","NULL"
"233020","Fournaise, Piton de la","14328","Confirmed Eruption","NULL","0","NULL","NULL","1930","NULL","5","NULL","23","NULL","Observations: Reported","NULL","1930","NULL","5","NULL","24","NULL"
"252120","Ulawun","15063","Confirmed Eruption","NULL","4","NULL","NULL","2000","NULL","9","NULL","28","NULL","Observations: Reported","NULL","2000","NULL","11","NULL","1","NULL"
"252120","Ulawun","15064","Confirmed Eruption","Summit and NNE flank","3","NULL","NULL","2001","NULL","1","?","16","NULL","Observations: Reported","NULL","2001","NULL","5","NULL","3","NULL"
"252130","Lolobau","15081","Confirmed Eruption","East flank (Sili, Malo), Hulu ?","4","P","NULL","1904","NULL","8","NULL","9","NULL","Observations: Reported","NULL","1905","NULL","10",">","18","NULL"
"255060","Kavachi","15149","Confirmed Eruption","NULL","1","NULL","?","1942","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"261140","Marapi","15417","Confirmed Eruption","NULL","2","NULL","NULL","1770","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"261140","Marapi","15450","Confirmed Eruption","NULL","2","?","NULL","1919","NULL","2","NULL","28","NULL","Observations: Reported","NULL","1919","NULL","3","NULL","1","NULL"
"261140","Marapi","15464","Confirmed Eruption","Crater C, Bungsu Crater","1","NULL","NULL","1967","NULL","4","NULL","16","15","Observations: Reported","NULL","1967","NULL","7","NULL","16","15"
"261140","Marapi","15467","Confirmed Eruption","Verbeek Crater","2","NULL","NULL","1973","NULL","7","NULL","24","NULL","Observations: Reported","NULL","1973","NULL","7","NULL","24","NULL"
"264150","Paluweh","16267","Confirmed Eruption","Rokatenda (1928 crater)","2","NULL","NULL","1963","NULL","12","NULL","31","NULL","Observations: Reported","NULL","1966","NULL","3","NULL","16","NULL"
"264150","Paluweh","16268","Confirmed Eruption","Rokatenda","3","NULL","NULL","1972","NULL","10","NULL","22","NULL","Observations: Reported","NULL","1973","NULL","1","NULL","16","NULL"
"282020","Io-Torishima","16918","Confirmed Eruption","Iwo-dake","2","NULL","NULL","1959","NULL","6","NULL","8","NULL","Observations: Reported","NULL","1959","NULL","7","NULL","16","15"
"283180","Azumayama","17922","Confirmed Eruption","Issaikyo","NULL","NULL","NULL","-150","200","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"284120","Ioto","18407","Confirmed Eruption","North and west sides near the coast","1","NULL","NULL","1944","NULL","12","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"284120","Ioto","18408","Confirmed Eruption","Chidoriga-hara","1","NULL","NULL","1957","NULL","3","NULL","28","NULL","Observations: Reported","NULL","1957","NULL","3","NULL","28","NULL"
"284120","Ioto","22551","Confirmed Eruption","NULL","1","NULL","NULL","2023","NULL","10","NULL","18","NULL","Observations: Satellite (visual)","NULL","2024","NULL","3","NULL","16","NULL"
"290080","Sashiusudake [Baransky]","18757","Confirmed Eruption","NULL","1","NULL","NULL","1951","NULL","7","NULL","15","45","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"311240","Cleveland","19811","Confirmed Eruption","NULL","3","NULL","NULL","1987","NULL","6","NULL","19","NULL","Observations: Reported","NULL","1987","NULL","8","NULL","28","NULL"
"312160","Trident","20229","Confirmed Eruption","SW flank (1100 m)","2","NULL","NULL","1961","NULL","6","?","30","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"331021","Axial Seamount","20930","Confirmed Eruption","East caldera rim","0","NULL","NULL","410","123","NULL","NULL","NULL","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"332020","Mauna Loa","10201","Confirmed Eruption","Mokuaweoweo","1","NULL","NULL","1873","NULL","4","NULL","20","NULL","Observations: Reported","NULL","1874","NULL","10","?","19","NULL"
"332020","Mauna Loa","14063","Confirmed Eruption","Mokuaweoweo","0","NULL","?","200","NULL","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"332020","Mauna Loa","10133","Confirmed Eruption","NE rift zone","0","NULL","?","-3750","NULL","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"332020","Mauna Loa","10166","Confirmed Eruption","Mokuaweoweo and NW flank","0","NULL","?","830","NULL","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"332020","Mauna Loa","10183","Confirmed Eruption","NE rift zone","0","NULL","?","1650","NULL","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"341090","Popocatepetl","10536","Confirmed Eruption","NULL","1","NULL","NULL","1720","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"342110","Pacaya","10735","Confirmed Eruption","NULL","2","NULL","NULL","400","50","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"342110","Pacaya","10736","Confirmed Eruption","NULL","3","?","NULL","880","500","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"345070","Turrialba","22403","Confirmed Eruption","NULL","1","NULL","NULL","2021","NULL","6","NULL","13","NULL","Observations: Reported","NULL","2021","NULL","7","NULL","23","NULL"
"345070","Turrialba","20831","Confirmed Eruption","West Crater","1","NULL","NULL","2013","NULL","5","NULL","21","NULL","Observations: Reported","NULL","2013","NULL","6","NULL","4","NULL"
"345070","Turrialba","11235","Confirmed Eruption","NULL","NULL","NULL","NULL","-1120","200","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"345070","Turrialba","11236","Confirmed Eruption","NULL","NULL","NULL","NULL","-830","150","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"352011","Pululahua","11421","Confirmed Eruption","NULL","NULL","NULL","?","290","NULL","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"352010","Reventador","11422","Confirmed Eruption","NULL","3","^","NULL","1541","NULL","4","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"352010","Reventador","11436","Confirmed Eruption","NULL","3","NULL","NULL","1926","NULL","1","NULL","5","4","Observations: Reported","NULL","1926","NULL","5","NULL","0","NULL"
"357020","San Jose","11921","Confirmed Eruption","NULL","2","NULL","NULL","1959","NULL","7","NULL","2","182","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"357020","San Jose","11922","Confirmed Eruption","NULL","2","NULL","NULL","1960","NULL","7","NULL","2","182","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"382110","Monaco Bank","13043","Confirmed Eruption","NULL","0","NULL","NULL","1907","NULL","4","NULL","1","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"382110","Monaco Bank","13044","Confirmed Eruption","NULL","1","NULL","NULL","1911","NULL","3","NULL","7","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"222166","Rungwe","14029","Confirmed Eruption","NULL","4","NULL","NULL","-50","100","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"222166","Rungwe","14030","Confirmed Eruption","NULL","NULL","NULL","NULL","1250","40","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"241100","Ruapehu","14615","Confirmed Eruption","NULL","2","NULL","NULL","1903","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"241100","Ruapehu","14629","Confirmed Eruption","NULL","1","NULL","NULL","1951","NULL","3","NULL","19","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"241100","Ruapehu","14630","Confirmed Eruption","NULL","1","NULL","NULL","1952","NULL","7","NULL","16","15","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"242050","Monowai","14715","Confirmed Eruption","NULL","0","NULL","NULL","1997","NULL","4","NULL","18","NULL","Observations: Hydrophonic","NULL","1997","NULL","4","NULL","21","NULL"
"251050","Long Island","14965","Confirmed Eruption","E-W fissure NNE of Motmot Island","1","NULL","NULL","1993","NULL","11","?","3","NULL","Observations: Reported","NULL","1993","NULL","11","NULL","25","5"
"261170","Kerinci","22568","Confirmed Eruption","NULL","2","NULL","NULL","2024","NULL","5","NULL","28","NULL","Observations: Satellite (visual)","NULL","2024","NULL","5","NULL","28","NULL"
"261170","Kerinci","22217","Confirmed Eruption","Summit crater","1","NULL","NULL","2011","NULL","12","NULL","15","NULL","Observations: Reported","NULL","2011","NULL","12","NULL","15","NULL"
"261170","Kerinci","15515","Confirmed Eruption","NULL","2","NULL","NULL","1964","NULL","7","NULL","8","NULL","Observations: Reported","NULL","1964","NULL","7","?","8","NULL"
"261170","Kerinci","15516","Confirmed Eruption","NULL","2","NULL","NULL","1966","NULL","6","NULL","9","NULL","Observations: Reported","NULL","1966","NULL","6",">","30","NULL"
"263180","Slamet","15751","Confirmed Eruption","NULL","2","NULL","NULL","1939","NULL","3","NULL","29","NULL","Observations: Reported","NULL","1939","NULL","7","NULL","15","NULL"
"263180","Slamet","15765","Confirmed Eruption","NULL","1","NULL","NULL","2009","NULL","4","NULL","21","NULL","Observations: Reported","NULL","2009","NULL","6","?","22","NULL"
"263310","Tengger Caldera","16016","Confirmed Eruption","Bromo","2","NULL","NULL","1804","NULL","9","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"263310","Tengger Caldera","16051","Confirmed Eruption","Bromo","2","NULL","NULL","1928","NULL","3","NULL","15","5","Observations: Reported","NULL","1928","NULL","7","NULL","0","NULL"
